 ,,,,,,,,,,,,,,,,,,,,,,
,TODAY,2026. 1. 12,시트 이용 주의사항,,,,,,거래 조건,,,,,,,,구분,단가,미수 (부가세포함),,,
,954,,,,12/31,1138528583,후탄,오남리 경기 커피 남양주카페,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,955,,,,12/31,1138528583,후탄,오남읍 경기 카페,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,956,,,,12/31,1138528583,후탄,경기 오남읍 팔현로 맛집,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,957,,,,12/31,1138528583,후탄,오남읍 맛집 남양주카페,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,958,,,,12/31,1138528583,후탄,오남읍 경기 남양주케이크,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,959,,,,12/31,1138528583,후탄,팔현로 맛집 베이커리카페,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,960,,,,12/31,1138528583,후탄,경기 남양주시 대형카페,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,961,,,,12/31,1138528583,후탄,피자 남양주케이크,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,962,,,,12/31,1138528583,후탄,오남리 오남읍 커피 대형카페,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,963,,,,12/31,1138528583,후탄,오남리 남양주시 오남읍 커피,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,964,,,,12/31,1138528583,후탄,남양주시 팔현로 카페 피자,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,965,,,,12/31,1138528583,후탄,오남읍 오남리 대형카페 커피,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,966,,,,12/31,1138528583,후탄,경기 오남읍 디저트 맛집,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,967,,,,12/31,1138528583,후탄,남양주시 남양주케이크 맛집,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,968,,,,12/31,1138528583,후탄,오남리 베이커리카페 피자,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,969,,,,12/31,1294147426,비빔상회 본점,강릉시 강문동 꼬막 육회,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,970,,,,12/31,1294147426,비빔상회 본점,강원 강문동 맛집 육회,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,971,,,,12/31,1294147426,비빔상회 본점,강원 해안로 맛집 육회,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,972,,,,12/31,1294147426,비빔상회 본점,해안로 맛집 강릉꼬막비빔밥,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,973,,,,12/31,1294147426,비빔상회 본점,강릉시 강문동 강원 애견동반,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,974,,,,12/31,1294147426,비빔상회 본점,강릉시 애견동반 꼬막,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,975,,,,12/31,1294147426,비빔상회 본점,해안로 세인트존스호텔 꼬막,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,976,,,,12/31,1294147426,비빔상회 본점,강문동 강릉시 육회 맛집,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,977,,,,12/31,1294147426,비빔상회 본점,강원 해안로 세인트존스호텔,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,978,,,,12/31,1294147426,비빔상회 본점,강릉시 강문동 꼬막 맛집,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,979,,,,12/31,1294147426,비빔상회 본점,강릉시 강문동 강릉꼬막비빔밥,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,980,,,,12/31,1294147426,비빔상회 본점,강원 애견동반 경포대해수욕장,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,981,,,,12/31,1294147426,비빔상회 본점,강문동 해안로 육회 한식,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,982,,,,12/31,1294147426,비빔상회 본점,강문동 해안로 강문해변 맛집,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,983,,,,12/31,1294147426,비빔상회 본점,강문동 강원 해안로 강문해변,10,2026-01-01,2026-01-08,7,70,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,984,,,,,,,,,,,0,0,https://m.place.naver.com/place/,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,985,,,,,1165597556,홍대 한월,자연유입 키워드,100,2026-01-03,2026-01-10,7,700,https://m.place.naver.com/place/1165597556,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,986,,,,,267802526,메종드 스타시티,자연유입 키워드,200,2026-01-03,2026-01-10,7,"1,400",https://m.place.naver.com/place/267802526,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,987,,,,,,,,,,,0,0,https://m.place.naver.com/place/,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,988,,,,,1165597556,홍대 한월,서울 서교동 요리주점 쌈밥,10,2026-01-03,2026-01-10,7,70,https://m.place.naver.com/place/1165597556,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,989,,,,,1165597556,홍대 한월,마포구 서울 하이볼 쌈밥,10,2026-01-03,2026-01-10,7,70,https://m.place.naver.com/place/1165597556,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,990,,,,,1165597556,홍대 한월,홍대입구역 맛집 홍대전통주,10,2026-01-03,2026-01-10,7,70,https://m.place.naver.com/place/1165597556,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,991,,,,,1165597556,홍대 한월,홍대입구역 쌈밥 하이볼,10,2026-01-03,2026-01-10,7,70,https://m.place.naver.com/place/1165597556,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,992,,,,,1165597556,홍대 한월,서교동 홍익로 서울 홍대술집,10,2026-01-03,2026-01-10,7,70,https://m.place.naver.com/place/1165597556,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,993,,,,,1165597556,홍대 한월,홍익로 서울 마포구 홍대술집,10,2026-01-03,2026-01-10,7,70,https://m.place.naver.com/place/1165597556,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,994,,,,,1165597556,홍대 한월,마포구 서교동 홍대술집 쌈밥,10,2026-01-03,2026-01-10,7,70,https://m.place.naver.com/place/1165597556,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,995,,,,,1165597556,홍대 한월,요리주점 쌈밥,10,2026-01-03,2026-01-10,7,70,https://m.place.naver.com/place/1165597556,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,996,,,,,1165597556,홍대 한월,서교동 홍대입구역술집 하이볼,10,2026-01-03,2026-01-10,7,70,https://m.place.naver.com/place/1165597556,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,997,,,,,1165597556,홍대 한월,마포구 홍대입구역 육회,10,2026-01-03,2026-01-10,7,70,https://m.place.naver.com/place/1165597556,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,998,,,,,267802526,메종드 스타시티,천호동 서울 피자 양식,10,2026-01-03,2026-01-10,7,70,https://m.place.naver.com/place/267802526,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,999,,,,,267802526,메종드 스타시티,천호역 피자 파스타,10,2026-01-03,2026-01-10,7,70,https://m.place.naver.com/place/267802526,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1000,,,,,267802526,메종드 스타시티,구천면로 양식 피자,10,2026-01-03,2026-01-10,7,70,https://m.place.naver.com/place/267802526,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1001,,,,,267802526,메종드 스타시티,천호동 양식,10,2026-01-03,2026-01-10,7,70,https://m.place.naver.com/place/267802526,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1002,,,,,267802526,메종드 스타시티,기념일프로포즈 피자,10,2026-01-03,2026-01-10,7,70,https://m.place.naver.com/place/267802526,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1003,,,,,267802526,메종드 스타시티,구천면로 맛집 양식 1,10,2026-01-03,2026-01-10,7,70,https://m.place.naver.com/place/267802526,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1004,,,,,267802526,메종드 스타시티,강동구 구천면로 맛집,10,2026-01-03,2026-01-10,7,70,https://m.place.naver.com/place/267802526,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1005,,,,,267802526,메종드 스타시티,구천면로 파스타 맛집,10,2026-01-03,2026-01-10,7,70,https://m.place.naver.com/place/267802526,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1006,,,,,267802526,메종드 스타시티,천호동 구천면로 맛집,10,2026-01-03,2026-01-10,7,70,https://m.place.naver.com/place/267802526,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1007,,,,,267802526,메종드 스타시티,구천면로 파스타,10,2026-01-03,2026-01-10,7,70,https://m.place.naver.com/place/267802526,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1008,,,,,,,,,,,0,0,https://m.place.naver.com/place/,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1009,,,,,,,,,,,0,0,https://m.place.naver.com/place/,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1010,,,,,,,,,,,0,0,https://m.place.naver.com/place/,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1011,,,,1/7,1173433139,하이짐PT,남양읍PT,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1173433139,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1012,,,,1/7,1173433139,하이짐PT,남양읍헬스장,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1173433139,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1013,,,,1/7,1173433139,하이짐PT,경기 남양읍PT,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1173433139,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1014,,,,1/7,1173433139,하이짐PT,경기 남양읍헬스장,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1173433139,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1015,,,,1/7,1173433139,하이짐PT,화성시 남양읍PT,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1173433139,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1016,,,,1/7,1173433139,하이짐PT,화성시 남양읍헬스장,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1173433139,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1017,,,,1/7,1173433139,하이짐PT,남양읍 남양읍PT,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1173433139,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1018,,,,1/7,1173433139,하이짐PT,남양읍 남양읍헬스장,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1173433139,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1019,,,,1/7,1173433139,하이짐PT,역골로 헬스장,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1173433139,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1020,,,,1/7,1173433139,하이짐PT,역골로 남양읍PT,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1173433139,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1031,,,,1/7,1409613427,하일로,서울 압구정바 와인,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1409613427,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1032,,,,1/7,1409613427,하일로,강남구 칵테일 와인,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1409613427,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1033,,,,1/7,1409613427,하일로,강남구 위스키 와인,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1409613427,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1034,,,,1/7,1409613427,하일로,강남구 와인 칵테일,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1409613427,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1035,,,,1/7,1409613427,하일로,강남구 와인 위스키,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1409613427,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1036,,,,1/7,1409613427,하일로,서울 압구정바 와인,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1409613427,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1037,,,,1/7,1409613427,하일로,강남구 칵테일 와인,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1409613427,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1038,,,,1/7,1409613427,하일로,강남구 위스키 와인,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1409613427,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1039,,,,1/7,1409613427,하일로,강남구 와인 칵테일,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1409613427,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1040,,,,1/7,1409613427,하일로,강남구 와인 위스키,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1409613427,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1051,,,,1/7,1138528583,후탄,피자 남양주케이크,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1052,,,,1/7,1138528583,후탄,남양주시 커피 카페,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1053,,,,1/7,1138528583,후탄,경기 팔현로 피자,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1054,,,,1/7,1138528583,후탄,팔현로 남양주카페,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1055,,,,1/7,1138528583,후탄,오남읍 피자 디저트,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1056,,,,1/7,1138528583,후탄,팔현로 오남리,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1057,,,,1/7,1138528583,후탄,오남읍 맛집,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1058,,,,1/7,1138528583,후탄,경기 오남읍 카페,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1059,,,,1/7,1138528583,후탄,오남읍 베이커리카페,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1060,,,,1/7,1138528583,후탄,대형카페 남양주카페,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1061,,,,1/7,1138528583,후탄,남양주시 대형카페,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1062,,,,1/7,1138528583,후탄,오남읍 카페 커피,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1063,,,,1/7,1138528583,후탄,디저트 남양주카페,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1064,,,,1/7,1138528583,후탄,오남리 맛집 디저트,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1065,,,,1/7,1138528583,후탄,오남리 경기 피자,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1066,,,,1/7,1138528583,후탄,경기 오남리 커피,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1067,,,,1/7,1138528583,후탄,오남리 커피 카페,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1068,,,,1/7,1138528583,후탄,남양주카페 피자,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1069,,,,1/7,1138528583,후탄,남양주케이크 카페,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1070,,,,1/7,1138528583,후탄,오남리 카페 디저트,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1138528583,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1071,,,,1/7,1294147426,비빔상회 본점,해안로 맛집 꼬막,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1072,,,,1/7,1294147426,비빔상회 본점,강문동 한식 꼬막,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1073,,,,1/7,1294147426,비빔상회 본점,강문동 맛집 육회,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,1074,,,,1/7,1294147426,비빔상회 본점,강원 강문해변 한식,10,2026-01-08,26. 1. 15.,7,70,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
